Eguna	Hilab	Urtea	Tokia	Tmax	Tmin	Tmean	Vmax	Euria
4	7	2018	Bilbo	22.4	17.9	20.1	20.0	15.1
4	7	2018	Gasteiz	25.1	16.8	20.9	31.0	8.9
4	7	2018	Iruña	31.8	16.0	23.9	46.0	5.2
4	7	2018	Alforja	30.3	21.9	26.1	0.0	0.0
4	7	2018	Reus	30.3	21.9	26.1	18.0	0.0
4	7	2018	Tarragona	28.9	21.2	25.1	0.0	0.0
4	7	2018	Vigo	21.1	13.4	17.3	27.0	0.0
28	9	2018	Donostia	25.7	17.0	21.4	15.0	0.0
28	9	2018	Bilbo	25.8	14.8	20.3	18.0	0.0
28	9	2018	Gasteiz	28.0	8.7	18.3	27.0	0.0
28	9	2018	Iruña	29.1	12.0	20.6	31.0	0.0
28	9	2018	Reus	28.4	14.1	21.3	23.0	0.0
28	9	2018	Tarragona	28.0	15.8	21.9	0.0	0.0
28	9	2018	Vigo	22.7	13.9	18.3	21.0	0.0
16	2	2018	Donostia	19.0	11.0	15.0	15.0	0.0
16	2	2018	Bilbo	19.5	10.1	14.8	19.0	0.0
16	2	2018	Gasteiz	17.3	8.5	12.9	24.0	0.0
16	2	2018	Iruña	17.8	6.4	12.1	18.0	0.0
16	2	2018	Alforja	18.2	8.7	13.5	11.0	0.0
16	2	2018	Reus	16.9	9.9	13.4	0.0	0.0
16	2	2018	Tarragona	16.9	9.9	13.4	9.0	0.0
16	2	2018	Vigo	11.8	9.7	10.8	20.0	5.8
28	4	2018	Donostia	13.3	11.0	12.2	21.0	4.5
28	4	2018	Bilbo	12.2	9.6	10.9	11.0	1.5
28	4	2018	Gasteiz	10.6	7.0	8.8	20.0	3.0
28	4	2018	Iruña	21.2	7.6	14.4	35.0	3.4
28	4	2018	Alforja	15.7	13.6	14.7	12.0	1.4
28	4	2018	Reus	18.5	15.5	17.0	16.0	1.2
28	4	2018	Tarragona	18.0	15.9	16.9	0.0	1.4
28	4	2018	Vigo	13.9	5.5	9.7	21.0	20.5
8	10	2018	Donostia	18.4	13.3	15.8	19.0	3.6
8	10	2018	Bilbo	18.1	13.3	15.7	23.0	7.3
8	10	2018	Gasteiz	17.2	9.9	13.6	22.0	3.3
8	10	2018	Iruña	19.0	9.1	14.1	30.0	2.6
8	10	2018	Reus	21.7	10.2	16.0	24.0	0.0
8	10	2018	Tarragona	20.3	13.2	16.7	0.0	0.0
8	10	2018	Vigo	24.3	7.8	16.0	19.0	0.0
2	8	2018	Donostia	27.7	20.8	24.3	16.0	0.0
2	8	2018	Bilbo	30.6	18.3	24.4	18.0	0.0
2	8	2018	Gasteiz	32.7	14.2	23.5	19.0	0.0
2	8	2018	Iruña	36.0	12.5	24.3	25.0	0.0
2	8	2018	Reus	35.3	22.3	28.8	19.0	0.0
2	8	2018	Tarragona	32.9	22.2	27.6	0.0	0.0
2	8	2018	Vigo	36.0	19.6	27.8	19.0	0.0
19	9	2018	Donostia	26.9	18.4	22.6	14.0	0.0
19	9	2018	Bilbo	27.1	19.0	23.1	26.0	0.0
19	9	2018	Gasteiz	30.2	16.1	23.2	28.0	0.0
19	9	2018	Iruña	31.3	16.7	24.0	22.0	0.0
19	9	2018	Reus	27.0	19.5	23.3	0.0	0.0
19	9	2018	Tarragona	27.0	19.5	23.3	0.0	0.0
19	9	2018	Vigo	25.3	12.7	19.0	21.0	0.0
20	3	2018	Donostia	8.8	3.6	6.2	29.0	3.7
20	3	2018	Bilbo	7.8	1.0	4.4	34.0	11.3
20	3	2018	Gasteiz	2.9	-0.6	1.2	38.0	7.8
20	3	2018	Iruña	3.1	-0.4	1.3	44.0	4.0
20	3	2018	Alforja	12.7	0.8	6.7	32.0	0.4
20	3	2018	Reus	16.3	5.0	10.6	47.0	0.0
20	3	2018	Tarragona	17.0	5.4	11.2	19.0	0.0
20	3	2018	Vigo	10.4	4.2	7.3	31.0	0.0
18	1	2018	Donostia	14.7	5.0	9.8	16.0	0.0
18	1	2018	Bilbo	13.7	2.4	8.0	16.0	0.0
18	1	2018	Gasteiz	13.0	-0.6	6.2	15.0	0.0
18	1	2018	Iruña	9.8	-0.8	4.5	11.0	0.0
18	1	2018	Alforja	13.9	4.5	9.2	23.0	0.0
18	1	2018	Reus	17.0	0.9	8.9	26.0	0.0
18	1	2018	Tarragona	16.1	5.3	10.7	10.0	0.0
18	1	2018	Vigo	11.5	3.3	7.4	17.0	0.0
7	4	2018	Donostia	19.1	11.1	15.1	51.0	28.1
7	4	2018	Bilbo	15.0	10.1	12.6	19.0	1.8
7	4	2018	Gasteiz	13.4	7.3	10.3	32.0	6.4
7	4	2018	Iruña	12.5	7.8	10.2	40.0	29.6
7	4	2018	Alforja	16.8	10.7	13.7	21.0	0.0
7	4	2018	Reus	18.5	13.0	15.8	35.0	0.0
7	4	2018	Tarragona	17.5	12.9	15.2	23.0	0.0
7	4	2018	Vigo	13.7	7.2	10.4	24.0	5.0
6	6	2018	Donostia	22.5	14.1	18.3	15.0	0.0
6	6	2018	Bilbo	21.2	10.4	15.8	25.0	0.0
6	6	2018	Gasteiz	19.5	7.3	13.4	25.0	0.0
6	6	2018	Iruña	19.4	10.6	15.0	21.0	0.0
6	6	2018	Alforja	23.7	15.2	19.5	0.0	0.0
6	6	2018	Reus	23.7	15.2	19.5	19.0	0.2
6	6	2018	Tarragona	22.6	17.0	19.8	0.0	0.4
6	6	2018	Vigo	19.9	12.2	16.0	24.0	0.0
25	10	2018	Donostia	18.2	10.4	14.3	12.0	0.0
25	10	2018	Bilbo	21.1	7.7	14.4	15.0	0.0
25	10	2018	Gasteiz	21.0	1.3	11.1	14.0	0.0
25	10	2018	Iruña	23.7	4.9	14.3	16.0	0.0
25	10	2018	Reus	25.6	9.7	17.7	13.0	0.0
25	10	2018	Tarragona	17.1	9.3	13.2	0.0	0.0
25	10	2018	Vigo	17.1	9.3	13.2	0.0	0.0
1	12	2018	Donostia	17.1	9.3	13.2	16.0	0.7
1	12	2018	Bilbo	14.8	7.6	11.2	17.0	1.3
1	12	2018	Gasteiz	10.7	2.3	6.5	22.0	1.3
1	12	2018	Iruña	10.6	3.2	6.9	9.0	1.8
1	12	2018	Alforja	13.0	7.5	10.3	30.0	0.0
1	12	2018	Reus	14.4	3.8	9.1	29.0	0.0
1	12	2018	Tarragona	14.7	6.6	10.6	0.0	0.0
1	12	2018	Vigo	13.5	8.7	11.1	25.0	0.0
20	12	2018	Donostia	18.3	7.6	12.9	17.0	0.1
20	12	2018	Bilbo	17.5	6.1	11.8	19.0	0.0
20	12	2018	Gasteiz	13.1	1.7	7.4	26.0	0.0
20	12	2018	Iruña	14.1	1.7	7.9	15.0	0.0
20	12	2018	Alforja	16.4	5.0	10.7	0.0	0.0
20	12	2018	Reus	16.4	5.0	10.7	23.0	0.0
20	12	2018	Tarragona	18.0	7.5	12.8	0.0	0.0
20	12	2018	Vigo	13.0	9.8	11.4	22.0	0.0
14	1	2018	Donostia	9.1	6.8	8.0	23.0	26.0
14	1	2018	Bilbo	9.9	5.9	7.9	24.0	28.1
14	1	2018	Gasteiz	6.9	1.6	4.3	19.0	2.4
14	1	2018	Iruña	6.1	1.8	3.9	15.0	5.2
14	1	2018	Alforja	8.3	3.8	6.1	28.0	0.0
14	1	2018	Reus	12.1	3.2	7.7	30.0	0.0
14	1	2018	Tarragona	14.0	6.4	10.2	10.0	0.0
14	1	2018	Vigo	10.6	3.2	6.9	14.0	0.2
12	12	2018	Donostia	15.0	11.1	13.1	19.0	9.9
12	12	2018	Bilbo	14.6	7.3	11.0	23.0	0.2
12	12	2018	Gasteiz	10.4	0.5	5.4	23.0	0.0
12	12	2018	Iruña	11.5	1.2	6.4	15.0	0.0
12	12	2018	Alforja	12.7	5.7	9.2	30.0	0.0
12	12	2018	Reus	15.5	4.5	10.0	16.0	0.0
12	12	2018	Tarragona	16.6	8.0	12.3	0.0	0.0
12	12	2018	Vigo	12.4	8.8	10.6	37.0	7.7
8	6	2018	Donostia	27.8	16.0	21.9	22.0	0.0
8	6	2018	Bilbo	28.0	16.1	22.1	22.0	2.7
8	6	2018	Gasteiz	24.9	12.3	18.6	28.0	0.0
8	6	2018	Iruña	24.0	11.3	17.7	27.0	0.0
8	6	2018	Alforja	26.1	14.8	20.5	0.0	0.0
8	6	2018	Reus	26.1	14.8	20.5	16.0	0.0
8	6	2018	Tarragona	23.5	15.6	19.6	0.0	0.0
8	6	2018	Vigo	17.2	10.0	13.6	22.0	23.7
24	7	2018	Donostia	28.0	21.8	24.9	19.0	0.8
24	7	2018	Bilbo	27.7	20.3	24.0	20.0	0.0
24	7	2018	Gasteiz	27.6	15.1	21.4	30.0	0.0
24	7	2018	Iruña	32.0	16.6	24.3	31.0	0.0
24	7	2018	Alforja	31.1	22.1	26.6	0.0	0.0
24	7	2018	Reus	31.1	22.1	26.6	21.0	0.0
24	7	2018	Tarragona	28.7	23.5	26.1	0.0	0.0
24	7	2018	Vigo	23.8	16.5	20.1	22.0	0.0
4	11	2018	Donostia	21.6	3.7	12.7	0.0	0.0
4	11	2018	Bilbo	20.8	2.9	11.8	34.0	0.0
4	11	2018	Gasteiz	15.8	-2.6	6.6	20.0	0.0
4	11	2018	Iruña	17.3	-1.4	7.9	29.0	0.0
4	11	2018	Reus	22.0	11.0	16.5	0.0	0.0
4	11	2018	Tarragona	22.0	11.0	16.5	0.0	0.0
4	11	2018	Vigo	11.9	8.8	10.3	0.0	0.0
25	7	2018	Donostia	26.3	22.5	24.4	14.0	0.0
25	7	2018	Bilbo	26.4	20.4	23.4	19.0	0.0
25	7	2018	Gasteiz	27.2	16.1	21.7	28.0	0.0
25	7	2018	Iruña	32.9	16.5	24.7	20.0	0.0
25	7	2018	Alforja	32.2	21.9	27.1	0.0	0.0
25	7	2018	Reus	32.2	21.9	27.1	18.0	0.0
25	7	2018	Tarragona	29.4	22.2	25.8	0.0	0.0
25	7	2018	Vigo	25.6	16.1	20.9	24.0	0.0
24	4	2018	Donostia	21.4	15.4	18.4	15.0	0.0
24	4	2018	Bilbo	22.6	14.3	18.5	26.0	0.0
24	4	2018	Gasteiz	26.7	12.6	19.7	22.0	0.0
24	4	2018	Iruña	26.5	10.2	18.3	15.0	0.0
24	4	2018	Alforja	25.4	12.6	19.0	0.0	0.0
24	4	2018	Reus	25.4	12.6	19.0	18.0	0.0
24	4	2018	Tarragona	24.2	14.3	19.3	0.0	0.0
24	4	2018	Vigo	25.6	12.9	19.3	23.0	0.0
1	9	2018	Donostia	25.2	18.3	21.8	18.0	0.0
1	9	2018	Bilbo	26.9	15.1	21.0	18.0	0.0
1	9	2018	Gasteiz	27.8	10.5	19.1	23.0	0.0
1	9	2018	Iruña	29.3	15.2	22.2	26.0	0.0
1	9	2018	Reus	29.6	21.1	25.4	18.0	0.0
1	9	2018	Tarragona	29.0	20.7	24.9	0.0	0.0
1	9	2018	Vigo	36.4	18.2	27.3	0.0	0.0
4	12	2018	Donostia	19.6	10.9	15.3	14.0	0.0
4	12	2018	Bilbo	20.4	10.2	15.3	14.0	0.0
4	12	2018	Gasteiz	16.2	3.6	9.9	19.0	0.0
4	12	2018	Iruña	11.8	5.7	8.8	8.0	0.0
4	12	2018	Alforja	20.1	9.2	14.7	0.0	0.0
4	12	2018	Reus	20.1	9.2	14.7	0.0	0.0
4	12	2018	Tarragona	20.5	10.7	15.6	0.0	0.0
4	12	2018	Vigo	16.9	10.1	13.5	16.0	0.0
24	9	2018	Donostia	20.7	13.8	17.3	20.0	4.8
24	9	2018	Bilbo	19.8	10.7	15.2	18.0	5.1
24	9	2018	Gasteiz	19.5	7.6	13.5	29.0	0.1
24	9	2018	Iruña	19.7	11.5	15.6	39.0	0.0
24	9	2018	Reus	32.1	19.6	25.8	25.0	0.0
24	9	2018	Tarragona	30.0	20.2	25.1	0.0	0.0
24	9	2018	Vigo	30.9	15.7	23.3	14.0	0.0
23	12	2018	Donostia	17.0	9.1	13.1	11.0	0.0
23	12	2018	Bilbo	19.7	7.8	13.8	22.0	0.0
23	12	2018	Gasteiz	14.5	-1.0	6.8	22.0	0.0
23	12	2018	Iruña	8.7	2.1	5.4	7.0	0.0
23	12	2018	Alforja	19.4	6.1	12.7	0.0	0.0
23	12	2018	Reus	19.4	6.1	12.7	12.0	0.0
23	12	2018	Tarragona	19.4	11.3	15.3	0.0	0.0
23	12	2018	Vigo	14.7	8.2	11.4	21.0	0.0
28	8	2018	Donostia	31.3	18.9	25.1	22.0	0.4
28	8	2018	Bilbo	28.4	17.5	22.9	22.0	8.5
28	8	2018	Gasteiz	33.6	12.4	23.0	30.0	0.1
28	8	2018	Iruña	35.5	15.4	25.4	48.0	0.7
28	8	2018	Reus	30.2	22.2	26.2	24.0	0.1
28	8	2018	Tarragona	29.2	23.9	26.6	0.0	0.2
28	8	2018	Vigo	26.6	16.3	21.4	27.0	5.4
28	3	2018	Donostia	19.1	11.0	15.1	22.0	10.0
28	3	2018	Bilbo	18.1	9.7	13.9	32.0	3.6
28	3	2018	Gasteiz	19.4	7.4	13.4	33.0	3.8
28	3	2018	Iruña	19.0	2.7	10.9	28.0	1.9
28	3	2018	Alforja	23.5	9.9	16.7	36.0	0.0
28	3	2018	Reus	24.6	9.8	17.2	33.0	0.0
28	3	2018	Tarragona	22.6	12.6	17.6	14.0	0.0
28	3	2018	Vigo	11.4	7.6	9.5	19.0	5.5
29	4	2018	Donostia	16.4	10.4	13.4	28.0	0.0
29	4	2018	Bilbo	15.7	9.1	12.4	28.0	1.8
29	4	2018	Gasteiz	14.1	5.6	9.9	26.0	12.4
29	4	2018	Iruña	14.7	5.4	10.0	28.0	4.3
29	4	2018	Alforja	13.9	9.2	11.5	22.0	22.2
29	4	2018	Reus	17.8	10.0	13.9	45.0	4.3
29	4	2018	Tarragona	18.5	11.6	15.1	0.0	5.8
29	4	2018	Vigo	10.8	5.4	8.1	27.0	0.0
22	7	2018	Donostia	26.4	16.7	21.6	18.0	0.0
22	7	2018	Bilbo	25.1	16.5	20.8	17.0	0.0
22	7	2018	Gasteiz	24.6	10.9	17.8	27.0	0.0
22	7	2018	Iruña	29.5	21.6	25.6	0.0	0.0
22	7	2018	Alforja	29.5	21.6	25.6	0.0	0.0
22	7	2018	Reus	29.5	21.6	25.6	26.0	0.0
22	7	2018	Tarragona	27.5	21.4	24.4	0.0	0.2
22	7	2018	Vigo	28.2	15.0	21.6	21.0	0.0
3	6	2018	Donostia	24.7	17.7	21.2	15.0	0.9
3	6	2018	Bilbo	21.9	16.2	19.1	21.0	0.0
3	6	2018	Gasteiz	23.7	13.0	18.4	23.0	0.1
3	6	2018	Iruña	26.0	10.8	18.4	26.0	0.2
3	6	2018	Alforja	24.0	16.6	20.3	0.0	0.0
3	6	2018	Reus	24.0	16.6	20.3	29.0	1.5
3	6	2018	Tarragona	22.8	17.5	20.1	0.0	2.0
3	6	2018	Vigo	16.3	10.3	13.3	21.0	3.2
7	7	2018	Donostia	27.7	19.0	23.4	17.0	0.4
7	7	2018	Bilbo	26.8	16.2	21.5	21.0	0.1
7	7	2018	Gasteiz	26.3	14.3	20.3	22.0	3.2
7	7	2018	Iruña	31.1	15.1	23.1	24.0	1.4
7	7	2018	Alforja	30.8	22.9	26.8	0.0	0.0
7	7	2018	Reus	30.8	22.9	26.8	21.0	0.0
7	7	2018	Tarragona	29.2	23.3	26.3	0.0	0.0
7	7	2018	Vigo	26.0	15.3	20.7	24.0	0.0
2	3	2018	Donostia	16.6	6.4	11.5	49.0	0.0
2	3	2018	Bilbo	14.5	2.2	8.4	40.0	0.6
2	3	2018	Gasteiz	12.2	1.5	6.8	47.0	5.7
2	3	2018	Iruña	11.6	1.7	6.7	48.0	3.2
2	3	2018	Alforja	11.3	6.1	8.7	39.0	2.6
2	3	2018	Reus	14.4	7.9	11.1	43.0	1.4
2	3	2018	Tarragona	15.4	8.8	12.1	24.0	2.2
2	3	2018	Vigo	12.3	2.5	7.4	45.0	4.8
30	4	2018	Donostia	13.9	9.1	11.5	26.0	6.6
30	4	2018	Bilbo	10.5	7.5	9.0	18.0	14.0
30	4	2018	Gasteiz	11.4	4.3	7.8	28.0	0.3
30	4	2018	Iruña	15.3	5.2	10.3	26.0	2.3
30	4	2018	Alforja	16.1	7.7	11.9	24.0	0.0
30	4	2018	Reus	19.2	8.6	13.9	29.0	0.0
30	4	2018	Tarragona	20.8	9.0	14.9	0.0	0.0
30	4	2018	Vigo	13.0	5.1	9.0	25.0	2.6
20	1	2018	Donostia	15.2	10.0	12.6	31.0	14.3
20	1	2018	Bilbo	13.7	7.0	10.3	15.0	0.4
20	1	2018	Gasteiz	12.9	2.0	7.4	27.0	0.0
20	1	2018	Iruña	11.2	4.5	7.8	23.0	2.0
20	1	2018	Alforja	15.3	6.6	11.0	36.0	0.0
20	1	2018	Reus	18.9	2.6	10.7	35.0	0.0
20	1	2018	Tarragona	19.4	5.5	12.4	13.0	0.0
20	1	2018	Vigo	10.0	4.8	7.4	14.0	2.7
9	3	2018	Donostia	19.7	15.2	17.5	35.0	6.1
9	3	2018	Bilbo	20.1	16.9	18.5	27.0	0.0
9	3	2018	Gasteiz	17.8	9.4	13.6	30.0	2.5
9	3	2018	Iruña	16.1	6.8	11.5	38.0	3.9
9	3	2018	Alforja	18.6	5.2	11.9	14.0	0.8
9	3	2018	Reus	18.7	5.7	12.2	15.0	0.3
9	3	2018	Tarragona	18.2	7.5	12.9	13.0	0.2
9	3	2018	Vigo	14.9	11.4	13.1	46.0	32.1
25	11	2018	Donostia	16.3	8.7	12.5	34.0	13.7
25	11	2018	Bilbo	16.3	7.1	11.7	35.0	1.4
25	11	2018	Gasteiz	12.2	4.4	8.3	17.0	5.3
25	11	2018	Iruña	12.0	3.8	7.9	24.0	4.2
25	11	2018	Alforja	14.0	3.4	8.7	21.0	0.4
25	11	2018	Reus	15.4	4.2	9.8	35.0	0.3
25	11	2018	Tarragona	15.1	5.7	10.4	0.0	0.0
25	11	2018	Vigo	10.0	4.3	7.2	30.0	6.7
5	1	2018	Donostia	17.6	9.3	13.5	32.0	16.1
5	1	2018	Bilbo	18.0	8.4	13.2	38.0	0.0
5	1	2018	Gasteiz	12.3	4.9	8.6	50.0	6.0
5	1	2018	Iruña	14.5	6.0	10.3	27.0	4.2
5	1	2018	Alforja	16.3	6.3	11.3	34.0	0.0
5	1	2018	Reus	20.0	7.5	13.8	32.0	0.0
5	1	2018	Tarragona	21.2	9.5	15.4	14.0	0.0
5	1	2018	Vigo	12.9	4.1	8.5	36.0	26.9
21	5	2018	Donostia	24.8	12.9	18.8	19.0	0.0
21	5	2018	Bilbo	23.3	11.4	17.3	26.0	0.0
21	5	2018	Gasteiz	24.7	8.7	16.7	28.0	7.6
21	5	2018	Iruña	21.9	9.5	15.7	24.0	6.7
21	5	2018	Alforja	23.5	13.6	18.6	0.0	0.0
21	5	2018	Reus	23.5	13.6	18.6	16.0	0.0
21	5	2018	Tarragona	21.2	14.9	18.1	0.0	0.0
21	5	2018	Vigo	19.2	10.9	15.1	24.0	0.0
10	3	2018	Donostia	20.8	15.5	18.1	38.0	0.0
10	3	2018	Bilbo	20.7	15.7	18.2	28.0	0.0
10	3	2018	Gasteiz	15.2	9.4	12.3	35.0	0.1
10	3	2018	Iruña	17.0	10.4	13.7	40.0	1.8
10	3	2018	Alforja	20.7	7.5	14.1	13.0	2.2
10	3	2018	Reus	19.9	9.4	14.6	20.0	0.7
10	3	2018	Tarragona	18.8	10.5	14.6	14.0	1.6
10	3	2018	Vigo	14.0	7.5	10.8	50.0	15.9
2	1	2018	Donostia	17.0	10.6	13.8	22.0	4.3
2	1	2018	Bilbo	16.7	10.7	13.7	18.0	10.2
2	1	2018	Gasteiz	13.0	8.1	10.6	28.0	7.5
2	1	2018	Iruña	10.8	5.8	8.3	14.0	11.8
2	1	2018	Alforja	15.9	10.5	13.2	42.0	0.0
2	1	2018	Reus	20.1	12.6	16.4	38.0	0.0
2	1	2018	Tarragona	20.3	13.6	16.9	26.0	0.0
2	1	2018	Vigo	14.4	11.4	12.9	24.0	47.6
18	7	2018	Donostia	29.2	19.5	24.4	16.0	0.0
18	7	2018	Bilbo	27.9	20.2	24.1	21.0	0.0
18	7	2018	Gasteiz	29.9	14.7	22.3	24.0	0.0
18	7	2018	Iruña	31.3	14.8	23.0	46.0	0.7
18	7	2018	Alforja	31.4	20.4	25.9	0.0	0.0
18	7	2018	Reus	31.4	20.4	25.9	18.0	0.2
18	7	2018	Tarragona	28.5	22.2	25.4	0.0	0.0
18	7	2018	Vigo	24.8	15.3	20.0	28.0	0.0
5	10	2018	Donostia	25.7	11.8	18.8	14.0	0.0
5	10	2018	Bilbo	29.7	11.3	20.5	22.0	0.0
5	10	2018	Gasteiz	26.9	4.3	15.6	17.0	0.0
5	10	2018	Iruña	27.6	8.1	17.9	22.0	0.0
5	10	2018	Reus	25.9	14.1	20.0	15.0	0.0
5	10	2018	Tarragona	24.7	16.4	20.6	0.0	0.0
5	10	2018	Vigo	21.3	12.2	16.7	20.0	0.0
10	10	2018	Donostia	24.4	14.0	19.2	33.0	0.0
10	10	2018	Bilbo	25.7	13.0	19.4	31.0	0.0
10	10	2018	Gasteiz	21.7	9.8	15.8	25.0	0.7
10	10	2018	Iruña	20.9	12.3	16.6	30.0	0.7
10	10	2018	Reus	23.9	14.6	19.3	28.0	54.3
10	10	2018	Tarragona	23.1	15.6	19.4	0.0	43.4
10	10	2018	Vigo	22.2	10.5	16.4	31.0	0.0
19	4	2018	Donostia	26.9	17.3	22.1	22.0	0.0
19	4	2018	Bilbo	27.8	12.3	20.0	28.0	0.0
19	4	2018	Gasteiz	24.1	8.7	16.4	32.0	0.0
19	4	2018	Iruña	24.3	10.9	17.6	26.0	0.0
19	4	2018	Alforja	21.9	11.2	16.5	0.0	0.0
19	4	2018	Reus	21.9	11.2	16.5	24.0	0.0
19	4	2018	Tarragona	21.1	12.5	16.8	0.0	0.0
19	4	2018	Vigo	21.6	10.3	16.0	25.0	0.0
14	11	2018	Donostia	23.7	8.2	16.0	21.0	0.0
14	11	2018	Bilbo	22.8	9.5	16.1	17.0	0.0
14	11	2018	Gasteiz	18.9	3.9	11.4	14.0	0.0
14	11	2018	Iruña	21.1	15.4	18.3	0.0	0.0
14	11	2018	Reus	21.1	15.4	18.3	0.0	0.0
14	11	2018	Tarragona	21.1	15.4	18.3	0.0	0.0
14	11	2018	Vigo	18.3	7.1	12.7	23.0	0.0
27	2	2018	Donostia	3.8	-2.7	0.5	19.0	0.0
27	2	2018	Bilbo	3.0	-3.5	-0.3	19.0	0.0
27	2	2018	Gasteiz	1.8	-7.9	-3.1	24.0	0.0
27	2	2018	Iruña	3.8	-6.3	-1.3	28.0	0.0
27	2	2018	Alforja	1.0	-1.1	-0.1	12.0	7.4
27	2	2018	Reus	3.3	1.7	2.5	16.0	4.0
27	2	2018	Tarragona	4.1	2.2	3.1	8.0	4.8
27	2	2018	Vigo	10.4	2.8	6.6	19.0	2.8
19	7	2018	Donostia	26.8	19.9	23.3	17.0	0.0
19	7	2018	Bilbo	26.8	19.9	23.3	22.0	0.7
19	7	2018	Gasteiz	28.2	17.9	23.1	30.0	0.0
19	7	2018	Iruña	32.5	14.2	23.3	41.0	0.0
19	7	2018	Alforja	31.4	19.8	25.6	0.0	0.0
19	7	2018	Reus	31.4	19.8	25.6	20.0	0.0
19	7	2018	Tarragona	29.1	21.9	25.5	0.0	0.0
19	7	2018	Vigo	22.7	16.8	19.8	19.0	0.0
12	10	2018	Donostia	29.2	15.4	22.3	25.0	0.0
12	10	2018	Bilbo	29.4	15.0	22.2	29.0	0.0
12	10	2018	Gasteiz	24.9	13.5	19.2	37.0	0.0
12	10	2018	Iruña	26.1	17.5	21.8	30.0	0.0
12	10	2018	Reus	26.5	16.9	21.7	13.0	0.0
12	10	2018	Tarragona	25.8	17.3	21.5	0.0	0.0
12	10	2018	Vigo	18.7	14.3	16.5	44.0	2.6
8	12	2018	Donostia	17.5	10.3	13.9	17.0	9.4
8	12	2018	Bilbo	16.6	5.3	11.0	17.0	0.0
8	12	2018	Gasteiz	13.7	0.1	6.9	17.0	0.0
8	12	2018	Iruña	13.0	4.5	8.8	21.0	0.0
8	12	2018	Alforja	13.1	9.6	11.4	42.0	0.0
8	12	2018	Reus	16.5	6.6	11.5	32.0	0.0
8	12	2018	Tarragona	18.3	8.6	13.4	0.0	0.0
8	12	2018	Vigo	13.0	5.4	9.2	13.0	0.0
30	3	2018	Donostia	18.3	7.7	13.0	44.0	2.3
30	3	2018	Bilbo	15.5	7.4	11.5	45.0	0.8
30	3	2018	Gasteiz	11.5	4.0	7.8	46.0	0.5
30	3	2018	Iruña	13.6	4.8	9.2	35.0	0.4
30	3	2018	Alforja	15.3	5.1	10.2	28.0	0.0
30	3	2018	Reus	18.7	8.0	13.4	42.0	0.1
30	3	2018	Tarragona	20.2	9.3	14.8	18.0	0.2
30	3	2018	Vigo	9.4	3.5	6.4	38.0	12.4
29	8	2018	Donostia	26.2	20.1	23.2	18.0	1.0
29	8	2018	Bilbo	23.5	17.3	20.4	27.0	4.4
29	8	2018	Gasteiz	25.9	12.5	19.2	28.0	0.0
29	8	2018	Iruña	28.3	14.1	21.2	30.0	0.0
29	8	2018	Reus	30.7	20.6	25.7	24.0	0.2
29	8	2018	Tarragona	28.7	21.5	25.1	0.0	0.6
29	8	2018	Vigo	24.5	15.3	19.9	27.0	0.0
22	2	2018	Donostia	10.2	3.5	6.8	21.0	0.0
22	2	2018	Bilbo	9.2	1.1	5.1	22.0	0.0
22	2	2018	Gasteiz	6.6	-0.9	2.8	26.0	0.0
22	2	2018	Iruña	10.5	0.4	5.5	0.0	0.0
22	2	2018	Alforja	10.5	0.4	5.5	31.0	0.0
22	2	2018	Reus	12.9	1.7	7.3	0.0	0.0
22	2	2018	Tarragona	12.9	1.7	7.3	14.0	0.0
22	2	2018	Vigo	14.4	2.4	8.4	17.0	0.0
25	3	2018	Donostia	11.9	8.1	10.0	30.0	20.7
25	3	2018	Bilbo	12.1	6.5	9.3	27.0	9.3
25	3	2018	Gasteiz	9.6	4.1	6.9	26.0	0.8
25	3	2018	Iruña	10.6	3.7	7.2	25.0	0.1
25	3	2018	Alforja	12.0	3.9	8.0	20.0	1.0
25	3	2018	Reus	15.3	7.4	11.4	14.0	1.2
25	3	2018	Tarragona	14.0	7.8	10.9	11.0	1.4
25	3	2018	Vigo	12.2	4.2	8.2	26.0	3.2
6	7	2018	Donostia	24.6	19.0	21.8	13.0	0.0
6	7	2018	Bilbo	25.0	17.2	21.1	19.0	0.0
6	7	2018	Gasteiz	24.3	14.9	19.6	23.0	0.0
6	7	2018	Iruña	26.3	13.5	19.9	28.0	0.0
6	7	2018	Alforja	30.8	21.7	26.3	0.0	0.0
6	7	2018	Reus	30.8	21.7	26.3	29.0	0.0
6	7	2018	Tarragona	29.5	20.9	25.2	0.0	0.0
6	7	2018	Vigo	23.9	14.5	19.2	26.0	0.0
9	5	2018	Donostia	17.2	13.2	15.2	13.0	0.0
9	5	2018	Bilbo	17.7	12.3	15.0	20.0	0.0
9	5	2018	Gasteiz	17.7	9.1	13.4	28.0	0.0
9	5	2018	Iruña	18.5	9.6	14.1	37.0	0.0
9	5	2018	Alforja	24.3	12.2	18.2	31.0	0.0
9	5	2018	Reus	25.5	14.5	20.0	34.0	0.0
9	5	2018	Tarragona	23.6	14.2	18.9	0.0	0.0
9	5	2018	Vigo	17.6	10.4	14.0	24.0	0.0
6	10	2018	Donostia	21.5	12.0	16.8	37.0	7.9
6	10	2018	Bilbo	22.5	9.6	16.1	46.0	0.7
6	10	2018	Gasteiz	24.0	5.9	15.0	33.0	1.1
6	10	2018	Iruña	27.3	8.6	17.9	37.0	0.0
6	10	2018	Reus	26.0	16.4	21.2	21.0	0.0
